"ID","value","group","metric"
232,27.4,"Post-Cranial","FeD1 L"
232,26.8,"Post-Cranial","FeD2 R"
232,29.8,"Post-Cranial","FeD2 L"
232,26.6,"Post-Cranial","FeD3 R"
232,27.1,"Post-Cranial","FeD3 L"
232,23.3,"Post-Cranial","FeD4 R"
232,25,"Post-Cranial","FeD4 L"
232,78,"Post-Cranial","FeC R"
232,80,"Post-Cranial","FeC L"
232,74.6,"Post-Cranial","FeE R"
232,74.5,"Post-Cranial","FeE L"
232,335,"Post-Cranial","TiL1 L"
232,335,"Post-Cranial","TiL2 L"
232,27.8,"Post-Cranial","TiD1 R"
232,26.9,"Post-Cranial","TiD1 L"
232,20.7,"Post-Cranial","TiD2 R"
232,20.9,"Post-Cranial","TiD2 L"
232,68,"Post-Cranial","TiE R"
232,70,"Post-Cranial","TiE L"
232,74,"Post-Cranial","CaL R"
232,71.8,"Post-Cranial","CaL L"
232,46,"Post-Cranial","TaL R"
232,42.6,"Post-Cranial","FeHD L"
232,430,"Post-Cranial","FeL2 R"
232,431,"Post-Cranial","FeL2 L"
232,42,"Post-Cranial","FeHD R"
238,117,"Mandibular","M< Mandibular Angle"
238,28.9,"Mandibular","RB' Minimum Ramus B R"
238,28.3,"Mandibular","RB' Minimum Ramus B L"
238,62.2,"Mandibular","CrH Coronoid Height R"
238,57.3,"Mandibular","CrH Coronoid Height L"
238,64.1,"Mandibular","RH Ramus Height R"
238,59.8,"Mandibular","RH Ramus Height L"
248,45.7,"Cranial","NH' Nasal Height"
248,21.8,"Cranial","NB Nasal Breadth"
248,8.8,"Cranial","SC Simotic Chord"
248,18.8,"Cranial","DC Bi-Dacryonic Chord"
248,28,"Cranial","DA Bi-Dacryonic Arc"
248,43.5,"Cranial","G'1 Palatal Length (st-o)"
248,46.9,"Cranial","ext-L External Length"
248,34.9,"Cranial","O'1 Orbital Breadth R"
248,172,"Cranial","L Maximum Length"
248,134,"Cranial","B Maximum Breadth"
248,121,"Cranial","H' Basi-Bregmatic Height"
248,90,"Cranial","LB Basi-Nasal Length"
248,82,"Cranial","GL Basi-Alveolar Length"
248,293,"Cranial","BQ' Transverse Biporial Arc"
248,124,"Cranial","S1 Frontal Arc"
248,131,"Cranial","S2 Parietal Arc"
248,104,"Cranial","S3 Occipital Arc"
248,106.2,"Cranial","S1' Frontal Chord"
248,113.7,"Cranial","S2' Parietal Chord"
248,85,"Cranial","S3' Occipital Chord"
248,495,"Cranial","U Max. Circumference"
248,102.6,"Cranial","Biast B Biasterionic Breadth"
248,29.4,"Cranial","FL Foraminal Length"
248,26.4,"Cranial","FB Foraminal Breadth"
248,88.3,"Cranial","ec-ec Bi-Orbital Breadth"
248,95.4,"Cranial","fmt-fmt Upper Facial Breadth"
248,104.1,"Cranial","TFH Total Facial Height"
248,62.4,"Cranial","G'H Upper Facial Height"
248,37.5,"Cranial","O'2 Orbital Length R"
248,115,"Cranial","PBH Porion-Bregma Height R"
248,118,"Cranial","PBH Porion-Bregma Height L"
248,98,"Mandibular","ML Maximum Length"
248,25.4,"Mandibular","H1 Symphyseal Height"
248,84,"Mandibular","GoGo Bigonial Breadth"
248,41.7,"Mandibular","ZZ Biforamen Breadth"
248,125,"Mandibular","M< Mandibular Angle"
248,25.3,"Mandibular","RB' Minimum Ramus B L"
248,59.2,"Mandibular","CrH Coronoid Height R"
248,56.9,"Mandibular","CrH Coronoid Height L"
248,55.8,"Mandibular","RH Ramus Height R"
248,53.6,"Mandibular","RH Ramus Height L"
248,43.6,"Post-Cranial","BW"
248,131,"Post-Cranial","CLL1 R"
248,131,"Post-Cranial","CLL1 L"
248,40.1,"Post-Cranial","GLL R"
248,38.8,"Post-Cranial","GLL L"
248,24.8,"Post-Cranial","GLB R"
248,25.5,"Post-Cranial","GLB L"
248,270,"Post-Cranial","HuL1 R"
248,264,"Post-Cranial","HuL1 L"
248,37.9,"Post-Cranial","HuHD R"
248,37.2,"Post-Cranial","HuHD L"
248,19.6,"Post-Cranial","HuD1 R"
248,18.7,"Post-Cranial","HuD1 L"
248,15.7,"Post-Cranial","HuD2 R"
248,15.3,"Post-Cranial","HuD2 L"
248,59,"Post-Cranial","HuC R"
248,58,"Post-Cranial","HuC L"
248,58.6,"Post-Cranial","HuE1 R"
248,57.3,"Post-Cranial","HuE1 L"
248,191,"Post-Cranial","RaL R"
248,187,"Post-Cranial","RaL L"
248,19.6,"Post-Cranial","RaHD R"
248,19.7,"Post-Cranial","RaHD L"
248,206,"Post-Cranial","ULL1 R"
248,45.6,"Post-Cranial","TaL L"
248,25.3,"Post-Cranial","FeD1 R"
248,27.1,"Post-Cranial","FeD1 L"
248,32.3,"Post-Cranial","FeD2 R"
248,31.8,"Post-Cranial","FeD2 L"
248,25.4,"Post-Cranial","FeD3 R"
248,26.8,"Post-Cranial","FeD3 L"
248,23.4,"Post-Cranial","FeD4 R"
248,27.7,"Post-Cranial","FeD4 L"
248,81,"Post-Cranial","FeC R"
248,85,"Post-Cranial","FeC L"
248,69.7,"Post-Cranial","FeE R"
248,70.7,"Post-Cranial","FeE L"
248,305,"Post-Cranial","TiL1 R"
248,308,"Post-Cranial","TiL1 L"
248,305,"Post-Cranial","TiL2 R"
248,307,"Post-Cranial","TiL2 L"
248,28.3,"Post-Cranial","TiD1 R"
248,28.6,"Post-Cranial","TiD1 L"
248,17.8,"Post-Cranial","TiD2 R"
248,17.7,"Post-Cranial","TiD2 L"
248,63.4,"Post-Cranial","TiE R"
248,64.7,"Post-Cranial","TiE L"
248,70.6,"Post-Cranial","CaL R"
248,71.4,"Post-Cranial","CaL L"
248,45.7,"Post-Cranial","TaL R"
248,40.3,"Post-Cranial","FeHD L"
248,40.7,"Post-Cranial","FeHD R"
248,31.5,"Cranial","G'2 Palatal Breadth (end-end)"
258,82.6,"Cranial","GB Bimaxillary Breadth"
258,46.5,"Cranial","NH' Nasal Height"
258,21.5,"Cranial","NB Nasal Breadth"
258,4,"Cranial","SC Simotic Chord"
258,15.4,"Cranial","DC Bi-Dacryonic Chord"
258,25,"Cranial","DA Bi-Dacryonic Arc"
258,41.6,"Cranial","G'1 Palatal Length (st-o)"
258,48.4,"Cranial","ext-L External Length"
258,49.9,"Cranial","ext-B External Breadth (ecm-ecm)"
258,40,"Cranial","O'1 Orbital Breadth R"
258,184,"Cranial","L Maximum Length"
258,143,"Cranial","B Maximum Breadth"
258,119,"Cranial","H' Basi-Bregmatic Height"
258,84,"Cranial","LB Basi-Nasal Length"
258,117,"Cranial","J Bizygomatic Breadth"
258,81,"Cranial","GL Basi-Alveolar Length"
258,313,"Cranial","BQ' Transverse Biporial Arc"
258,140,"Cranial","S1 Frontal Arc"
258,130,"Cranial","S2 Parietal Arc"
258,130,"Cranial","S3 Occipital Arc"
258,117.7,"Cranial","S1' Frontal Chord"
258,112.5,"Cranial","S2' Parietal Chord"
258,94.3,"Cranial","S3' Occipital Chord"
258,530,"Cranial","U Max. Circumference"
258,120,"Cranial","Biast B Biasterionic Breadth"
258,32.4,"Cranial","FL Foraminal Length"
258,29.7,"Cranial","FB Foraminal Breadth"
258,87.8,"Cranial","ec-ec Bi-Orbital Breadth"
258,95.3,"Cranial","fmt-fmt Upper Facial Breadth"
258,98.6,"Cranial","TFH Total Facial Height"
258,62,"Cranial","G'H Upper Facial Height"
258,34,"Cranial","O'1 Orbital Breadth L"
258,36,"Cranial","O'2 Orbital Length R"
258,34.8,"Cranial","O'2 Orbital Length L"
258,126,"Cranial","PBH Porion-Bregma Height R"
258,124,"Cranial","PBH Porion-Bregma Height L"
258,84,"Mandibular","ML Maximum Length"
258,110,"Mandibular","W1 Bicondylar Width"
258,25.2,"Mandibular","H1 Symphyseal Height"
258,90,"Mandibular","GoGo Bigonial Breadth"
258,40,"Mandibular","ZZ Biforamen Breadth"
258,112,"Mandibular","M< Mandibular Angle"
258,25.6,"Mandibular","RB' Minimum Ramus B R"
258,23,"Mandibular","RB' Minimum Ramus B L"
258,58.1,"Mandibular","CrH Coronoid Height R"
258,58.2,"Mandibular","CrH Coronoid Height L"
258,53,"Mandibular","RH Ramus Height R"
258,56.8,"Mandibular","RH Ramus Height L"
258,94.4,"Post-Cranial","SaL"
258,105,"Post-Cranial","SaB"
258,42,"Post-Cranial","BW"
258,408,"Post-Cranial","FeL1 R"
258,410,"Post-Cranial","FeL1 L"
258,141,"Post-Cranial","CLL1 R"
258,141,"Post-Cranial","CLL1 L"
258,40,"Post-Cranial","GLL R"
258,37.5,"Post-Cranial","GLL L"
258,26,"Post-Cranial","GLB R"
258,25.5,"Post-Cranial","GLB L"
258,315,"Post-Cranial","HuL1 R"
258,305,"Post-Cranial","HuL1 L"
258,44,"Post-Cranial","HuHD R"
258,42.5,"Post-Cranial","HuHD L"
258,20.8,"Post-Cranial","HuD1 R"
258,18.5,"Post-Cranial","HuD1 L"
258,16.6,"Post-Cranial","HuD2 R"
258,16.4,"Post-Cranial","HuD2 L"
258,62,"Post-Cranial","HuC R"
258,58,"Post-Cranial","HuC L"
258,56.2,"Post-Cranial","HuE1 R"
258,54.2,"Post-Cranial","HuE1 L"
258,219,"Post-Cranial","RaL R"
258,218,"Post-Cranial","RaL L"
258,20,"Post-Cranial","RaHD R"
258,20,"Post-Cranial","RaHD L"
258,235,"Post-Cranial","ULL1 R"
258,236,"Post-Cranial","ULL1 L"
258,46.1,"Post-Cranial","TaL L"
258,25.8,"Post-Cranial","FeD1 R"
258,25.6,"Post-Cranial","FeD1 L"
258,30.2,"Post-Cranial","FeD2 R"
258,30.4,"Post-Cranial","FeD2 L"
258,24.7,"Post-Cranial","FeD3 R"
258,24.4,"Post-Cranial","FeD3 L"
258,23.5,"Post-Cranial","FeD4 R"
258,24.4,"Post-Cranial","FeD4 L"
258,77,"Post-Cranial","FeC R"
258,78,"Post-Cranial","FeC L"
258,67.6,"Post-Cranial","FeE R"
258,66.2,"Post-Cranial","FeE L"
258,320,"Post-Cranial","TiL1 R"
258,316,"Post-Cranial","TiL1 L"
258,318,"Post-Cranial","TiL2 R"
258,314,"Post-Cranial","TiL2 L"
258,31.4,"Post-Cranial","TiD1 R"
258,28,"Post-Cranial","TiD1 L"
258,20.6,"Post-Cranial","TiD2 R"
258,19,"Post-Cranial","TiD2 L"
258,64.8,"Post-Cranial","TiE R"
258,63.8,"Post-Cranial","TiE L"
258,71.4,"Post-Cranial","CaL R"
258,69,"Post-Cranial","CaL L"
258,47.8,"Post-Cranial","TaL R"
258,40.7,"Post-Cranial","FeHD L"
258,405,"Post-Cranial","FeL2 R"
258,405,"Post-Cranial","FeL2 L"
258,40.4,"Post-Cranial","FeHD R"
258,30,"Cranial","G'2 Palatal Breadth (end-end)"
261,448,"Post-Cranial","FeL1 R"
261,440,"Post-Cranial","FeL1 L"
261,54.7,"Post-Cranial","TaL L"
261,31.4,"Post-Cranial","FeD1 R"
261,29.5,"Post-Cranial","FeD1 L"
261,32.4,"Post-Cranial","FeD2 R"
261,33,"Post-Cranial","FeD2 L"
261,29.6,"Post-Cranial","FeD3 R"
261,30.6,"Post-Cranial","FeD3 L"
261,28.7,"Post-Cranial","FeD4 R"
261,27.5,"Post-Cranial","FeD4 L"
261,94,"Post-Cranial","FeC R"
261,92,"Post-Cranial","FeC L"
261,84.2,"Post-Cranial","FeE R"
261,83.3,"Post-Cranial","FeE L"
261,358,"Post-Cranial","TiL1 R"
261,368,"Post-Cranial","TiL1 L"
261,358,"Post-Cranial","TiL2 R"
261,368,"Post-Cranial","TiL2 L"
261,36.3,"Post-Cranial","TiD1 R"
261,33.7,"Post-Cranial","TiD1 L"
261,25,"Post-Cranial","TiD2 R"
261,24.6,"Post-Cranial","TiD2 L"
261,77,"Post-Cranial","TiE R"
261,77.4,"Post-Cranial","TiE L"
261,364,"Post-Cranial","FiL1 R"
261,74,"Post-Cranial","CaL R"
261,76,"Post-Cranial","CaL L"
261,53.2,"Post-Cranial","TaL R"
261,444,"Post-Cranial","FeL2 R"
261,439,"Post-Cranial","FeL2 L"
261,48.8,"Post-Cranial","FeHD R"
265,109.2,"Post-Cranial","SaB"
265,53,"Post-Cranial","BW"
265,334,"Post-Cranial","HuL1 R"
265,51.1,"Post-Cranial","HuHD R"
265,25.4,"Post-Cranial","HuD1 R"
265,22,"Post-Cranial","HuD2 R"
265,80,"Post-Cranial","HuC R"
265,68.3,"Post-Cranial","HuE1 R"
274,79.7,"Cranial","GB Bimaxillary Breadth"
274,49.1,"Cranial","NH' Nasal Height"
274,21.6,"Cranial","NB Nasal Breadth"
274,9.7,"Cranial","SC Simotic Chord"
274,19,"Cranial","DC Bi-Dacryonic Chord"
274,33,"Cranial","DA Bi-Dacryonic Arc"
274,40,"Cranial","G'1 Palatal Length (st-o)"
274,45.3,"Cranial","ext-L External Length"
274,37,"Cranial","O'1 Orbital Breadth R"
274,166,"Cranial","L Maximum Length"
274,132,"Cranial","B Maximum Breadth"
274,119,"Cranial","H' Basi-Bregmatic Height"
274,86,"Cranial","LB Basi-Nasal Length"
274,110.1,"Cranial","J Bizygomatic Breadth"
274,288,"Cranial","BQ' Transverse Biporial Arc"
274,120,"Cranial","S1 Frontal Arc"
274,130,"Cranial","S2 Parietal Arc"
274,109,"Cranial","S3 Occipital Arc"
274,106.3,"Cranial","S1' Frontal Chord"
274,115.1,"Cranial","S2' Parietal Chord"
274,90.8,"Cranial","S3' Occipital Chord"
274,469,"Cranial","U Max. Circumference"
274,101.9,"Cranial","Biast B Biasterionic Breadth"
274,31.8,"Cranial","FL Foraminal Length"
274,26.9,"Cranial","FB Foraminal Breadth"
274,87.3,"Cranial","ec-ec Bi-Orbital Breadth"
274,93.2,"Cranial","fmt-fmt Upper Facial Breadth"
274,62.8,"Cranial","G'H Upper Facial Height"
274,36.4,"Cranial","O'1 Orbital Breadth L"
274,35.4,"Cranial","O'2 Orbital Length R"
274,36.9,"Cranial","O'2 Orbital Length L"
274,112,"Cranial","PBH Porion-Bregma Height R"
274,115,"Cranial","PBH Porion-Bregma Height L"
274,98,"Mandibular","ML Maximum Length"
274,110.9,"Mandibular","W1 Bicondylar Width"
274,89.7,"Mandibular","GoGo Bigonial Breadth"
274,42.7,"Mandibular","ZZ Biforamen Breadth"
274,123,"Mandibular","M< Mandibular Angle"
274,23.2,"Mandibular","RB' Minimum Ramus B R"
274,22.8,"Mandibular","RB' Minimum Ramus B L"
274,58.3,"Mandibular","CrH Coronoid Height R"
274,60,"Mandibular","CrH Coronoid Height L"
274,59.3,"Mandibular","RH Ramus Height R"
274,59.2,"Mandibular","RH Ramus Height L"
274,108.6,"Post-Cranial","SaB"
274,49.1,"Post-Cranial","BW"
274,416,"Post-Cranial","FeL1 R"
274,416,"Post-Cranial","FeL1 L"
274,133,"Post-Cranial","CLL1 R"
274,135,"Post-Cranial","CLL1 L"
274,37.8,"Post-Cranial","GLL L"
274,23.9,"Post-Cranial","GLB R"
274,24.5,"Post-Cranial","GLB L"
274,298,"Post-Cranial","HuL1 R"
274,293,"Post-Cranial","HuL1 L"
274,41.5,"Post-Cranial","HuHD R"
274,41.2,"Post-Cranial","HuHD L"
274,18,"Post-Cranial","HuD1 R"
274,18.3,"Post-Cranial","HuD1 L"
274,16.5,"Post-Cranial","HuD2 R"
274,15.7,"Post-Cranial","HuD2 L"
274,60,"Post-Cranial","HuC R"
274,58,"Post-Cranial","HuC L"
274,57.9,"Post-Cranial","HuE1 R"
274,58.3,"Post-Cranial","HuE1 L"
274,219,"Post-Cranial","RaL R"
274,215,"Post-Cranial","RaL L"
274,19.6,"Post-Cranial","RaHD R"
274,236,"Post-Cranial","ULL1 R"
274,230,"Post-Cranial","ULL1 L"
274,27.5,"Post-Cranial","FeD1 R"
274,26.7,"Post-Cranial","FeD1 L"
274,31.7,"Post-Cranial","FeD2 R"
274,33.5,"Post-Cranial","FeD2 L"
274,24.6,"Post-Cranial","FeD3 R"
274,25.1,"Post-Cranial","FeD3 L"
274,21.3,"Post-Cranial","FeD4 R"
274,22.8,"Post-Cranial","FeD4 L"
274,73,"Post-Cranial","FeC R"
274,76,"Post-Cranial","FeC L"
274,75.1,"Post-Cranial","FeE R"
274,75.2,"Post-Cranial","FeE L"
274,337,"Post-Cranial","TiL1 R"
274,338,"Post-Cranial","TiL2 R"
274,25.3,"Post-Cranial","TiD1 R"
274,20.3,"Post-Cranial","TiD2 R"
274,67.1,"Post-Cranial","TiE R"
274,70.5,"Post-Cranial","CaL R"
274,69.9,"Post-Cranial","CaL L"
274,46.6,"Post-Cranial","TaL R"
274,42,"Post-Cranial","FeHD L"
274,410,"Post-Cranial","FeL2 R"
274,411,"Post-Cranial","FeL2 L"
274,41.8,"Post-Cranial","FeHD R"
277,44.5,"Mandibular","ZZ Biforamen Breadth"
277,32.1,"Mandibular","RB' Minimum Ramus B L"
277,46.1,"Post-Cranial","HuHD L"
277,64.8,"Post-Cranial","HuE1 L"
281,28.2,"Mandibular","RB' Minimum Ramus B R"
281,30,"Mandibular","RB' Minimum Ramus B L"
281,57.3,"Post-Cranial","BW"
281,476,"Post-Cranial","FeL1 R"
281,476,"Post-Cranial","FeL1 L"
281,161,"Post-Cranial","CLL1 R"
281,161,"Post-Cranial","CLL1 L"
281,46,"Post-Cranial","GLL R"
281,31,"Post-Cranial","GLB R"
281,50.8,"Post-Cranial","HuHD R"
281,63.8,"Post-Cranial","HuE1 R"
281,246,"Post-Cranial","RaL R"
281,24.8,"Post-Cranial","RaHD R"
281,264,"Post-Cranial","ULL1 R"
281,55.7,"Post-Cranial","TaL L"
281,30.8,"Post-Cranial","FeD1 R"
281,29.4,"Post-Cranial","FeD1 L"
281,36,"Post-Cranial","FeD2 R"
281,35.3,"Post-Cranial","FeD2 L"
281,28.7,"Post-Cranial","FeD3 R"
281,29,"Post-Cranial","FeD3 L"
281,28.2,"Post-Cranial","FeD4 R"
281,29,"Post-Cranial","FeD4 L"
281,87,"Post-Cranial","FeC R"
281,88,"Post-Cranial","FeC L"
281,84.4,"Post-Cranial","FeE R"
281,83.7,"Post-Cranial","FeE L"
281,366,"Post-Cranial","TiL1 R"
281,366,"Post-Cranial","TiL1 L"
281,366,"Post-Cranial","TiL2 R"
281,364,"Post-Cranial","TiL2 L"
281,35.6,"Post-Cranial","TiD1 R"
281,35,"Post-Cranial","TiD1 L"
281,26.4,"Post-Cranial","TiD2 R"
281,26.9,"Post-Cranial","TiD2 L"
281,77.4,"Post-Cranial","TiE R"
281,77.8,"Post-Cranial","TiE L"
281,80,"Post-Cranial","CaL R"
281,78,"Post-Cranial","CaL L"
281,55.1,"Post-Cranial","TaL R"
281,49.4,"Post-Cranial","FeHD L"
281,473,"Post-Cranial","FeL2 R"
281,473,"Post-Cranial","FeL2 L"
281,48.5,"Post-Cranial","FeHD R"
285,115,"Mandibular","ML Maximum Length"
285,32.2,"Mandibular","H1 Symphyseal Height"
285,122,"Mandibular","M< Mandibular Angle"
285,22.9,"Mandibular","RB' Minimum Ramus B R"
285,57.7,"Mandibular","CrH Coronoid Height R"
285,56,"Mandibular","CrH Coronoid Height L"
285,57.9,"Mandibular","RH Ramus Height R"
285,59.2,"Mandibular","RH Ramus Height L"
285,94.3,"Post-Cranial","SaL"
285,110.5,"Post-Cranial","SaB"
285,50.8,"Post-Cranial","BW"
285,151,"Post-Cranial","CLL1 R"
285,153,"Post-Cranial","CLL1 L"
285,40.7,"Post-Cranial","GLL L"
285,28.5,"Post-Cranial","GLB R"
285,26.7,"Post-Cranial","GLB L"
285,352,"Post-Cranial","HuL1 R"
285,351,"Post-Cranial","HuL1 L"
285,42.9,"Post-Cranial","HuHD R"
285,43.6,"Post-Cranial","HuHD L"
285,18.8,"Post-Cranial","HuD1 R"
285,19,"Post-Cranial","HuD1 L"
285,17.3,"Post-Cranial","HuD2 R"
285,17.3,"Post-Cranial","HuD2 L"
285,61,"Post-Cranial","HuC R"
285,62,"Post-Cranial","HuC L"
285,60.3,"Post-Cranial","HuE1 R"
285,59.6,"Post-Cranial","HuE1 L"
285,238,"Post-Cranial","RaL R"
285,242,"Post-Cranial","RaL L"
285,22,"Post-Cranial","RaHD L"
285,258,"Post-Cranial","ULL1 R"
285,262,"Post-Cranial","ULL1 L"
285,52.9,"Post-Cranial","TaL L"
285,28.7,"Post-Cranial","FeD1 R"
285,28.6,"Post-Cranial","FeD1 L"
285,30,"Post-Cranial","FeD2 R"
285,31.1,"Post-Cranial","FeD2 L"
285,35.7,"Post-Cranial","TiD1 R"
285,32.7,"Post-Cranial","TiD1 L"
285,24.2,"Post-Cranial","TiD2 R"
285,24.5,"Post-Cranial","TiD2 L"
285,78.2,"Post-Cranial","CaL R"
285,78.9,"Post-Cranial","CaL L"
285,53.6,"Post-Cranial","TaL R"
285,43.2,"Post-Cranial","FeHD L"
285,44.1,"Post-Cranial","FeHD R"
297,213,"Post-Cranial","RaL R"
297,206,"Post-Cranial","RaL L"
297,20.6,"Post-Cranial","RaHD R"
297,20.6,"Post-Cranial","RaHD L"
301,53.6,"Post-Cranial","HuE1 L"
301,25,"Post-Cranial","FeD1 L"
301,31.4,"Post-Cranial","FeD2 L"
301,70.7,"Post-Cranial","FeE L"
301,43.8,"Post-Cranial","FeHD L"
303,24.4,"Post-Cranial","GLB L"
303,276,"Post-Cranial","HuL1 L"
303,41.2,"Post-Cranial","HuHD L"
303,16.3,"Post-Cranial","HuD1 L"
303,15.4,"Post-Cranial","HuD2 L"
303,54,"Post-Cranial","HuC L"
303,52.3,"Post-Cranial","HuE1 L"
303,199,"Post-Cranial","RaL L"
303,216,"Post-Cranial","ULL1 L"
303,27.5,"Post-Cranial","FeD1 L"
303,29,"Post-Cranial","FeD2 L"
303,43.9,"Post-Cranial","FeHD L"
309,253,"Post-Cranial","ULL1 L"
311,47,"Post-Cranial","GLL L"
311,31.8,"Post-Cranial","GLB L"
311,352,"Post-Cranial","HuL1 L"
311,52.1,"Post-Cranial","HuHD L"
311,25.5,"Post-Cranial","HuD1 L"
311,22.6,"Post-Cranial","HuD2 L"
311,79,"Post-Cranial","HuC L"
311,71.7,"Post-Cranial","HuE1 L"
311,280,"Post-Cranial","ULL1 L"
311,53.3,"Post-Cranial","FeHD L"
323,94,"Cranial","GB Bimaxillary Breadth"
323,57.4,"Cranial","NH' Nasal Height"
323,28.3,"Cranial","NB Nasal Breadth"
323,10,"Cranial","SC Simotic Chord"
323,20.2,"Cranial","DC Bi-Dacryonic Chord"
323,40,"Cranial","DA Bi-Dacryonic Arc"
323,54.6,"Cranial","G'1 Palatal Length (st-o)"
323,60,"Cranial","ext-L External Length"
323,61.8,"Cranial","ext-B External Breadth (ecm-ecm)"
323,41,"Cranial","O'1 Orbital Breadth R"
323,181,"Cranial","L Maximum Length"
323,142,"Cranial","B Maximum Breadth"
323,130,"Cranial","H' Basi-Bregmatic Height"
323,98,"Cranial","LB Basi-Nasal Length"
323,136.7,"Cranial","J Bizygomatic Breadth"
323,90,"Cranial","GL Basi-Alveolar Length"
323,310,"Cranial","BQ' Transverse Biporial Arc"
323,125,"Cranial","S1 Frontal Arc"
323,130,"Cranial","S2 Parietal Arc"
323,114,"Cranial","S3 Occipital Arc"
323,110.4,"Cranial","S1' Frontal Chord"
323,117.1,"Cranial","S2' Parietal Chord"
323,95.7,"Cranial","S3' Occipital Chord"
323,520,"Cranial","U Max. Circumference"
323,113.3,"Cranial","Biast B Biasterionic Breadth"
323,37.5,"Cranial","FL Foraminal Length"
323,30.3,"Cranial","FB Foraminal Breadth"
323,97.1,"Cranial","ec-ec Bi-Orbital Breadth"
323,106.1,"Cranial","fmt-fmt Upper Facial Breadth"
323,75.6,"Cranial","G'H Upper Facial Height"
323,41.6,"Cranial","O'1 Orbital Breadth L"
323,39,"Cranial","O'2 Orbital Length R"
323,39,"Cranial","O'2 Orbital Length L"
323,128,"Cranial","PBH Porion-Bregma Height R"
323,128,"Cranial","PBH Porion-Bregma Height L"
323,108,"Mandibular","ML Maximum Length"
323,115,"Mandibular","W1 Bicondylar Width"
323,111.4,"Mandibular","GoGo Bigonial Breadth"
323,45.3,"Mandibular","ZZ Biforamen Breadth"
323,120,"Mandibular","M< Mandibular Angle"
323,31.5,"Mandibular","RB' Minimum Ramus B R"
323,30.2,"Mandibular","RB' Minimum Ramus B L"
323,74,"Mandibular","CrH Coronoid Height R"
323,72.5,"Mandibular","CrH Coronoid Height L"
323,57.2,"Post-Cranial","BW"
323,439,"Post-Cranial","FeL1 R"
323,440,"Post-Cranial","FeL1 L"
323,162,"Post-Cranial","CLL1 R"
323,41.6,"Post-Cranial","GLL R"
323,39.8,"Post-Cranial","GLL L"
323,28,"Post-Cranial","GLB R"
323,29.1,"Post-Cranial","GLB L"
323,324,"Post-Cranial","HuL1 R"
323,319,"Post-Cranial","HuL1 L"
323,45.6,"Post-Cranial","HuHD R"
323,45.2,"Post-Cranial","HuHD L"
323,22.1,"Post-Cranial","HuD1 R"
323,23.4,"Post-Cranial","HuD1 L"
323,19.5,"Post-Cranial","HuD2 R"
323,19.8,"Post-Cranial","HuD2 L"
323,71,"Post-Cranial","HuC R"
323,72,"Post-Cranial","HuC L"
323,62.2,"Post-Cranial","HuE1 R"
323,60.2,"Post-Cranial","HuE1 L"
323,235,"Post-Cranial","RaL R"
323,233,"Post-Cranial","RaL L"
323,22.6,"Post-Cranial","RaHD L"
323,249,"Post-Cranial","ULL1 L"
323,52.7,"Post-Cranial","TaL L"
323,28.2,"Post-Cranial","FeD1 R"
323,26.7,"Post-Cranial","FeD1 L"
323,34,"Post-Cranial","FeD2 R"
323,36.9,"Post-Cranial","FeD2 L"
323,31,"Post-Cranial","FeD3 R"
323,28.7,"Post-Cranial","FeD3 L"
323,27.6,"Post-Cranial","FeD4 R"
323,28.8,"Post-Cranial","FeD4 L"
323,92,"Post-Cranial","FeC R"
323,89,"Post-Cranial","FeC L"
323,77,"Post-Cranial","FeE R"
323,76.6,"Post-Cranial","FeE L"
323,347,"Post-Cranial","TiL1 R"
323,346,"Post-Cranial","TiL1 L"
323,345,"Post-Cranial","TiL2 R"
323,346,"Post-Cranial","TiL2 L"
323,35.4,"Post-Cranial","TiD1 R"
323,34.6,"Post-Cranial","TiD1 L"
323,24,"Post-Cranial","TiD2 R"
323,22.3,"Post-Cranial","TiD2 L"
323,73,"Post-Cranial","TiE R"
323,73.5,"Post-Cranial","TiE L"
323,347,"Post-Cranial","FiL1 R"
323,349,"Post-Cranial","FiL1 L"
323,77.8,"Post-Cranial","CaL R"
323,78.8,"Post-Cranial","CaL L"
323,53.5,"Post-Cranial","TaL R"
323,46.5,"Post-Cranial","FeHD L"
323,435,"Post-Cranial","FeL2 R"
323,435,"Post-Cranial","FeL2 L"
323,46,"Post-Cranial","FeHD R"
323,38.6,"Cranial","G'2 Palatal Breadth (end-end)"
339,167,"Cranial","L Maximum Length"
339,127,"Cranial","B Maximum Breadth"
339,125,"Cranial","H' Basi-Bregmatic Height"
339,95,"Cranial","LB Basi-Nasal Length"
339,293,"Cranial","BQ' Transverse Biporial Arc"
339,118,"Cranial","S1 Frontal Arc"
339,130,"Cranial","S2 Parietal Arc"
339,109,"Cranial","S3 Occipital Arc"
339,103,"Cranial","S1' Frontal Chord"
339,112.9,"Cranial","S2' Parietal Chord"
339,88.8,"Cranial","S3' Occipital Chord"
339,503,"Cranial","U Max. Circumference"
339,107.3,"Cranial","Biast B Biasterionic Breadth"
339,35.4,"Cranial","FL Foraminal Length"
339,33.7,"Cranial","FB Foraminal Breadth"
339,104.9,"Cranial","fmt-fmt Upper Facial Breadth"
339,118,"Cranial","PBH Porion-Bregma Height R"
339,117,"Cranial","PBH Porion-Bregma Height L"
339,92,"Mandibular","ML Maximum Length"
339,119.5,"Mandibular","W1 Bicondylar Width"
339,26.1,"Mandibular","H1 Symphyseal Height"
339,101.2,"Mandibular","GoGo Bigonial Breadth"
